MH_05,LM_30,LM_40,BH_35A,BH_35B,BH_35E,BH_40A,BH_40B,BH_40C,BH_40D,BH_40E,BH_40F,BH_40G,BH_40H,AGEGRP,SEX,PCHILD,MARSTATC,DWELCODC,PEDUC_LC,PTELEWSC,PEMPSTC,PFSCDV,PERS_WGT
1,4,4,4,4,4,2,3,3,2,1,1,3,3,4,1,1,1,1,7,1,1,0,10168.6962
2,6,3,1,4,4,3,3,3,1,1,1,1,3,1,1,1,4,1,1,9,4,0,59387.7574
3,4,4,3,4,1,1,3,3,1,1,1,3,3,2,2,1,4,1,4,1,1,0,3821.5091
3,5,4,3,1,4,3,3,3,1,1,1,1,1,4,2,1,2,1,6,3,1,0,1448.3888
2,5,4,3,3,4,3,3,3,3,3,3,3,3,4,2,0,4,4,4,1,1,0,4598.4468
4,5,4,4,4,4,2,3,3,1,1,1,3,3,4,2,0,3,1,2,3,1,0,539.9167
4,6,2,3,4,4,3,3,3,3,1,1,3,3,4,2,0,1,1,2,9,4,0,3771.0808
2,6,3,3,4,2,3,9,9,3,3,1,9,9,7,1,0,1,1,3,9,4,0,2078.5567
3,4,4,9,4,1,3,3,3,1,1,1,3,3,4,2,0,4,2,6,1,1,0,1362.2986
5,5,4,1,1,3,3,3,3,3,1,1,3,1,3,2,1,4,1,6,4,3,0,889.7928
3,6,5,2,4,4,3,3,3,2,3,3,3,3,7,1,0,1,1,3,9,4,0,2152.4635
3,5,4,4,4,4,3,1,3,3,1,1,3,3,5,1,0,1,4,2,3,1,0,8246.6899
3,6,3,1,4,1,3,3,3,3,1,1,3,3,5,2,0,1,1,4,9,4,0,9103.8019
1,5,4,3,9,9,3,3,3,3,3,3,3,3,5,1,0,3,4,4,3,1,0,541.2093
4,5,4,1,4,4,3,3,3,1,1,1,3,3,4,2,1,4,2,3,4,2,0,16300.5471
2,4,4,3,4,2,2,3,3,2,1,1,3,3,6,1,0,1,1,6,4,3,0,1088.9434
2,4,3,1,4,3,1,3,3,3,1,1,1,3,4,1,0,4,1,6,1,1,0,6721.7739
2,5,4,3,4,4,3,3,3,3,1,1,3,3,5,1,0,1,1,3,3,1,0,2741.4107
2,5,4,1,4,4,3,3,3,3,1,3,3,3,3,2,1,2,1,7,3,1,0,1177.8421
3,5,3,3,1,3,3,3,3,1,1,1,3,3,6,2,0,3,1,1,4,3,0,12584.1825
4,5,4,1,1,4,2,3,3,1,1,1,3,3,3,2,0,4,2,6,4,2,0,736.2955
2,6,4,3,4,4,3,3,3,3,1,1,3,1,5,1,0,1,4,2,9,4,0,3790.4937
1,4,5,4,9,4,9,9,9,3,9,3,9,9,4,1,0,4,1,4,3,1,0,1359.3729
3,4,4,1,4,4,3,3,3,3,1,3,3,3,4,1,0,3,3,4,1,1,0,971.3138
4,6,5,3,9,3,3,3,3,3,3,1,3,3,5,2,0,1,1,4,9,4,2,2377.6359
2,4,4,1,3,2,3,3,3,3,1,1,3,3,6,1,0,3,2,7,9,1,0,6130.9818
4,6,5,1,4,2,1,3,3,1,1,1,3,3,6,1,0,3,2,1,9,4,0,1128.2752
2,3,5,3,4,4,3,3,3,3,3,3,3,3,5,1,0,1,2,6,2,1,0,2997.2176
4,4,4,3,3,4,3,3,3,3,1,1,3,2,2,2,0,4,2,7,1,1,0,7162.0589
1,5,4,1,4,4,3,3,3,3,1,1,3,3,5,2,0,1,1,4,1,1,0,1432.9156
1,5,4,4,4,4,3,2,3,1,2,3,3,3,4,2,0,2,4,3,3,1,0,1668.0528
4,6,2,1,4,4,1,3,3,3,3,1,3,3,3,2,1,1,1,4,9,4,0,1679.7345
4,5,4,3,2,4,3,3,3,3,1,1,3,3,4,1,0,2,1,4,3,1,0,2749.5356
4,3,3,3,4,3,2,3,3,3,3,3,3,3,4,1,0,3,2,2,3,1,2,869.2649
1,5,4,1,3,3,9,9,9,9,1,1,9,9,5,1,1,1,2,7,3,1,0,8306.1979
3,6,5,4,4,4,3,3,3,3,1,3,3,3,5,2,0,4,3,5,9,4,0,1729.7593
3,4,3,1,4,4,1,3,3,1,1,3,3,3,5,2,0,1,1,2,2,1,0,1077.7168
2,6,4,3,4,4,3,3,3,1,1,1,1,3,5,2,0,4,1,6,9,4,0,11381.9766
3,3,1,1,4,4,1,3,3,3,3,1,3,3,2,1,1,1,3,7,4,3,0,2912.8959
2,5,4,1,4,3,1,3,3,1,3,3,3,2,3,2,0,4,2,5,4,3,0,4638.4501
4,6,4,1,4,2,3,3,3,3,3,1,3,3,7,1,0,3,1,6,9,4,0,1033.6876
3,3,2,1,1,4,3,3,3,3,2,1,3,3,4,2,0,1,1,7,1,1,0,4291.5804
4,6,3,4,3,3,3,3,1,3,3,1,3,3,4,1,0,1,1,4,9,4,1,2554.6516
2,5,5,3,3,3,2,3,3,3,3,1,3,3,3,1,1,1,4,7,1,1,0,4337.8635
2,4,4,1,4,4,3,3,3,3,3,3,3,3,4,1,0,3,1,4,3,1,0,4248.7595
4,5,4,1,4,4,1,1,3,1,3,3,1,3,2,2,0,4,3,6,3,1,0,1209.6524
2,5,4,1,4,2,3,3,3,3,2,3,3,1,4,2,0,4,1,3,1,1,0,1220.7617
3,5,4,1,4,4,3,3,3,3,3,1,3,3,5,2,0,4,3,7,9,1,0,419.3925
1,5,4,3,4,4,2,3,3,3,1,1,3,1,4,1,0,1,1,3,3,1,0,1204.1203
4,6,3,3,4,4,1,3,3,1,1,1,1,3,3,2,1,2,1,7,9,4,2,1115.1549
2,6,5,3,1,4,2,3,9,1,1,1,9,9,7,1,0,1,1,6,9,4,0,2051.4955
1,6,4,3,4,4,3,3,3,3,3,1,3,3,6,1,0,1,1,5,9,4,0,651.7044
3,1,2,3,1,4,3,3,3,3,2,3,3,3,2,2,0,4,4,6,4,3,0,15450.2066
3,6,4,1,4,4,3,3,9,3,3,3,9,9,7,2,0,1,1,2,9,4,0,25084.5626
3,6,4,1,4,4,3,3,3,3,3,3,3,3,6,2,0,3,2,2,9,4,0,13625.8585
1,6,4,1,4,4,3,3,3,2,1,3,3,1,7,2,0,3,3,6,9,4,0,6436.4951
4,6,5,4,4,4,3,3,3,3,2,3,3,3,5,2,0,3,4,2,9,4,3,2468.0574
3,6,3,3,1,2,2,3,3,2,3,1,2,2,5,1,0,3,2,6,9,4,0,4930.2287
1,5,3,3,4,4,3,3,3,3,1,3,3,1,3,2,1,1,1,4,3,1,0,17281.3903
4,6,4,3,3,4,3,3,3,1,1,1,1,3,7,2,0,3,2,5,9,4,0,1549.9797
3,5,2,3,4,4,3,3,3,3,1,1,3,3,5,1,0,3,2,2,3,1,0,2685.2849
2,4,2,1,4,2,3,3,3,1,1,1,1,1,2,1,1,1,2,7,1,1,0,10458.3234
3,6,4,1,4,4,3,3,3,1,3,1,3,3,6,2,0,3,3,6,9,4,0,5114.4322
1,4,4,3,4,4,3,3,3,3,3,3,3,3,5,1,0,1,1,4,1,1,0,4397.8347
2,6,5,3,4,4,3,3,3,3,3,1,3,3,6,2,0,3,4,6,9,4,0,1957.5296
3,6,1,1,1,4,2,1,3,1,1,1,3,3,5,2,0,3,2,3,9,4,1,4006.6813
1,6,4,1,4,4,2,2,2,2,1,1,2,2,6,2,0,1,1,4,9,4,0,4971.7675
4,1,2,1,4,4,1,3,3,3,1,1,3,3,5,2,0,3,2,4,3,1,1,6961.4172
3,6,3,4,1,4,1,3,3,1,1,1,1,3,5,1,0,1,1,7,9,4,0,5871.1122
2,5,3,3,4,4,2,1,3,1,1,1,1,3,4,1,0,3,1,4,1,1,0,726.6368
4,4,4,3,4,3,3,1,3,1,1,1,1,3,3,2,0,4,2,6,4,3,1,2603.722
4,4,4,1,4,2,1,3,3,3,1,3,3,3,4,1,0,1,1,6,1,1,0,1459.3823
1,5,2,1,4,4,3,3,3,3,1,3,3,1,3,1,1,1,1,7,3,1,0,10090.3396
3,6,4,1,4,4,3,3,3,3,1,3,3,1,5,2,0,1,1,4,9,4,0,1037.6595
4,6,1,1,4,2,3,3,1,1,1,1,1,3,2,1,0,2,2,4,9,4,3,13938.5779
2,6,4,9,9,4,3,9,9,3,3,3,9,9,7,1,0,1,1,6,9,4,0,1136.8328
1,6,3,3,4,4,3,3,3,3,3,3,3,3,5,1,0,1,4,3,9,4,0,29217.9069
1,6,4,1,4,4,3,3,1,1,1,1,1,3,2,1,0,4,4,2,9,4,3,1970.7552
5,6,5,1,4,4,3,3,3,1,1,1,1,3,1,2,1,4,1,1,9,4,0,4535.0791
2,3,4,3,4,3,1,3,3,2,1,1,3,3,3,1,1,3,1,4,2,1,0,1173.9437
4,6,2,1,4,4,3,1,3,3,3,1,1,3,4,2,0,4,2,3,9,4,0,3149.3252
4,6,1,3,4,4,3,3,3,3,1,3,3,3,4,1,1,3,4,3,9,4,1,2560.7859
2,6,4,1,4,4,3,3,3,3,3,3,3,3,6,2,0,1,1,2,9,4,0,4000.298
3,2,3,1,4,4,1,3,3,3,3,1,3,3,5,2,0,1,1,7,2,1,0,3392.6807
5,5,5,4,4,4,1,3,3,1,3,3,3,3,4,2,0,4,4,3,2,1,0,1178.9157
1,6,4,1,9,9,3,3,3,3,3,1,3,3,5,2,0,2,1,6,9,4,0,5044.739
4,4,2,1,4,4,3,3,3,1,1,1,3,3,1,2,1,4,1,1,3,1,0,6399.8206
1,5,3,1,4,3,2,3,3,1,1,1,3,3,4,1,1,1,1,4,1,1,0,2586.3558
4,1,2,1,4,2,3,3,3,3,1,1,3,3,4,1,0,3,4,4,1,1,0,12123.4201
4,5,4,1,4,2,3,3,3,1,3,1,1,2,2,1,1,1,4,6,1,1,0,42116.4016
3,3,2,1,3,4,1,3,3,1,1,1,3,3,2,2,1,1,2,2,2,1,0,21085.8189
3,3,2,3,3,3,1,1,1,2,3,1,3,3,2,2,0,4,1,6,3,1,2,3281.0757
2,6,4,1,4,4,3,3,3,3,1,1,3,3,5,2,0,2,1,5,9,4,0,1474.009
2,6,4,2,4,4,3,3,3,3,1,1,3,3,5,1,0,1,1,3,9,4,0,3416.4449
1,6,4,1,4,4,3,3,3,3,1,1,3,3,6,1,0,2,1,6,9,4,0,2398.9739
3,5,4,4,4,4,3,2,1,1,1,1,3,3,2,1,0,4,3,7,2,1,0,10280.2871
3,2,3,1,1,2,1,3,3,1,9,3,3,1,6,2,0,4,2,6,4,3,0,4317.3256
3,6,4,3,3,3,3,3,2,2,2,1,2,3,4,1,0,3,2,4,9,4,2,1838.9027
3,6,5,3,4,4,3,3,3,3,1,3,3,3,6,1,0,1,4,5,9,4,0,2854.3685
2,4,5,3,4,3,3,3,3,3,1,1,3,3,6,2,0,1,1,6,2,1,0,1576.9025
2,1,1,1,1,4,3,3,3,3,1,1,3,3,4,2,1,1,1,4,4,3,0,6355.1079
1,6,4,1,4,4,3,3,3,3,1,1,3,3,6,1,0,1,1,5,9,4,0,1376.2815
2,6,4,1,4,2,3,3,3,2,2,3,1,3,6,1,0,1,1,4,9,4,0,1876.4109
4,6,4,1,4,4,3,3,3,3,3,3,3,3,5,2,0,2,1,2,9,4,0,32147.999
2,6,3,1,9,4,3,3,3,3,1,3,3,3,6,2,0,4,1,4,9,4,0,7156.0177
2,3,5,3,3,3,3,1,3,1,3,3,3,3,4,1,0,1,4,3,3,1,0,23706.4004
4,6,4,1,4,4,3,3,3,1,1,1,3,3,4,2,0,4,1,2,9,4,0,21325.5213
1,6,5,3,4,4,3,3,3,3,3,3,3,3,7,2,0,3,4,4,9,4,0,4381.1982
3,4,5,3,4,4,9,9,9,9,9,9,9,9,3,2,1,1,3,6,1,1,0,11193.9533
1,5,3,3,3,3,3,3,3,3,3,3,3,1,4,2,0,1,4,6,2,1,0,1922.8591
5,4,4,1,1,2,1,3,3,1,1,1,3,3,1,2,0,4,2,6,1,1,0,2896.2648
3,5,4,1,4,4,3,3,3,1,3,1,3,1,4,1,1,1,1,4,3,1,0,1919.6874
3,6,5,4,4,4,3,3,9,9,3,3,9,9,5,1,0,3,1,3,9,4,0,1355.4746
1,6,3,1,3,4,3,3,3,3,1,1,3,3,5,1,0,1,1,3,9,4,0,987.7039
2,5,5,4,4,4,3,3,3,3,3,3,3,3,4,2,0,1,1,7,3,1,0,1723.6658
3,5,2,3,4,3,3,3,3,2,1,1,1,3,4,1,0,2,1,1,3,1,0,32578.529
2,5,3,1,4,2,1,2,1,1,1,3,3,3,3,2,1,3,4,4,2,1,0,1429.1141
1,3,4,4,4,4,3,3,3,3,3,3,3,3,5,2,0,1,2,6,3,1,9,4854.7488
3,5,4,1,4,2,1,3,3,3,1,3,3,1,3,2,0,4,1,6,1,1,0,1249.1477
1,4,3,1,4,3,3,3,3,3,1,1,3,3,5,2,0,4,3,6,4,3,0,6511.516
3,5,4,3,4,4,3,3,3,3,1,1,3,3,4,1,0,1,4,5,3,1,0,3621.7738
1,4,3,3,4,4,3,3,3,1,3,3,3,3,4,2,0,1,1,6,2,1,0,4865.1758
3,3,2,3,3,3,3,3,3,3,3,3,3,3,4,2,0,1,1,4,3,1,3,7687.7726
4,5,4,1,4,4,1,3,3,1,3,3,3,1,4,1,0,1,4,4,1,1,0,19922.4947
2,5,5,1,4,2,1,3,3,1,1,1,3,3,2,1,0,4,1,4,3,1,0,17229.9617
3,4,3,1,4,2,1,3,3,2,1,1,3,1,5,1,0,1,1,6,9,1,0,1495.104
1,6,4,3,4,3,3,3,3,3,3,3,3,3,5,2,0,1,1,1,9,4,0,2885.1629
4,5,4,4,4,4,3,3,3,1,3,3,3,1,2,2,0,4,3,4,3,1,0,4437.0955
4,5,3,3,4,3,3,3,9,3,1,1,1,3,5,2,0,2,1,2,4,3,0,4321.8088
3,6,4,3,4,4,3,3,3,1,3,3,3,3,3,2,1,4,2,2,9,4,3,5535.3793
3,6,5,1,9,1,9,1,9,9,9,1,9,9,7,2,0,3,3,2,9,4,0,8943.3142
2,6,4,1,4,4,3,3,3,3,1,1,3,3,7,2,0,3,1,4,9,4,0,1621.4142
5,3,3,1,4,1,3,3,3,1,1,1,3,3,1,2,1,4,1,1,4,3,0,5915.5027
3,2,2,3,3,9,9,9,9,9,9,1,1,9,5,2,0,3,1,4,2,1,9,3307.8352
4,6,2,1,3,4,3,3,1,1,1,1,1,3,3,1,0,4,4,7,9,4,3,7407.4785
2,5,4,1,3,4,3,3,3,3,3,1,3,1,4,2,1,2,1,7,3,1,0,822.607
4,1,1,1,1,9,1,9,9,2,3,3,9,9,3,2,1,4,1,6,4,3,0,2247.707
1,6,4,3,4,4,3,3,3,3,1,1,3,1,7,2,0,1,1,3,9,4,0,24355.2707
4,2,2,1,4,2,1,3,3,2,1,1,1,3,4,2,1,1,1,6,4,3,0,19032.7052
2,4,3,3,4,3,3,3,3,1,1,1,3,1,3,2,1,2,1,4,4,3,0,4509.572
3,6,1,3,1,3,3,3,3,3,3,1,3,3,3,2,1,3,1,4,9,4,0,5559.8828
3,4,4,1,4,3,1,3,3,1,3,1,3,1,4,1,1,2,1,5,1,1,0,5714.9038
1,5,2,1,3,2,3,3,3,3,9,1,3,9,5,1,0,4,1,7,2,1,3,6951.4378
3,6,2,1,4,4,3,3,3,3,1,1,3,1,3,2,1,1,1,2,9,4,0,13101.8375
5,5,3,3,4,4,1,3,3,1,3,1,3,3,2,2,1,4,1,3,3,1,0,2221.0465
1,5,5,3,4,3,3,3,3,3,1,1,3,1,4,2,0,4,1,4,1,1,0,9603.4048
2,5,5,3,4,3,1,1,1,1,1,1,1,1,3,2,0,3,1,2,2,1,0,700.9096
3,6,2,3,4,4,3,3,3,1,1,3,3,3,5,1,0,1,4,3,9,4,0,9920.1332
3,4,3,3,4,4,1,3,3,3,1,3,1,3,4,1,0,1,1,4,3,1,0,3140.7582
3,4,4,3,4,4,3,3,3,1,1,1,3,1,1,2,1,4,1,4,1,1,0,25982.348
3,5,2,3,4,1,3,3,1,1,1,1,3,3,2,2,0,1,1,4,3,1,0,11053.5605
2,5,4,1,4,4,3,3,3,3,3,3,3,2,6,2,0,1,1,7,2,1,0,3754.6416
3,5,4,3,4,4,1,3,1,3,3,1,3,3,2,2,0,1,1,6,2,1,0,3588.7207
3,6,3,1,4,4,3,3,3,3,3,1,3,3,6,2,0,4,1,6,9,4,0,2720.1593
3,6,2,3,4,4,3,3,3,1,1,1,3,3,5,2,0,3,1,2,9,4,2,1788.8261
2,5,4,1,4,4,3,3,3,3,1,1,3,1,1,2,0,4,4,6,1,1,0,528.5484
4,3,3,4,4,4,3,3,3,1,1,1,1,1,4,1,1,1,1,4,1,1,0,10209.2156
2,4,4,3,4,4,1,3,3,1,1,1,3,3,3,1,1,1,1,6,4,2,0,2671.5682
1,5,2,3,1,2,3,3,3,2,1,1,1,3,2,1,0,4,1,6,4,3,0,5850.5419
1,6,4,3,4,4,3,9,9,9,3,3,9,9,6,2,0,3,1,2,9,4,0,10304.1939
1,5,4,1,4,4,1,3,3,3,1,1,3,1,4,2,1,3,1,7,1,1,0,614.8757
1,4,4,3,4,2,3,3,3,3,2,1,3,3,5,1,0,4,2,7,2,1,0,547.7966
4,6,2,4,4,4,3,3,3,2,3,3,3,3,4,1,0,4,3,2,9,4,3,5619.5838
1,3,5,3,3,3,9,9,9,2,2,1,9,9,4,2,1,1,2,6,4,3,0,1528.2401
1,6,5,1,4,2,3,3,3,1,1,1,3,3,6,2,0,1,2,2,9,4,0,2554.1889
1,6,4,1,4,4,3,3,3,3,3,1,3,3,6,1,0,1,1,1,9,4,0,4991.2575
4,6,1,3,3,3,1,3,3,1,1,1,3,1,3,2,1,1,1,4,9,4,3,1683.5476
4,6,4,4,4,4,3,3,3,2,1,1,2,2,5,1,0,4,2,1,9,4,2,14164.5339
1,6,4,4,4,4,1,3,3,3,3,3,3,3,6,1,0,2,1,6,9,4,0,2489.9515
2,6,4,1,9,9,3,3,3,1,3,3,3,3,6,1,0,4,2,1,9,4,0,1710.9989
2,6,4,3,4,3,3,3,3,1,1,3,3,3,6,2,0,1,1,2,9,4,0,5089.0137
1,6,4,1,4,3,3,9,9,9,1,1,1,1,6,2,0,1,4,4,9,4,0,3137.9433
1,6,3,1,4,2,9,9,9,9,9,9,9,9,5,2,0,1,1,2,9,4,0,4968.2294
3,6,2,1,1,3,2,2,3,2,3,3,1,2,1,1,0,4,1,5,9,4,0,9363.2852
3,4,4,3,4,4,1,3,3,1,1,1,3,1,3,2,1,1,4,7,1,1,0,972.0753
1,2,2,1,4,4,3,3,3,3,1,3,3,1,4,1,1,1,1,6,1,1,0,22468.4077
3,6,4,3,3,4,3,3,3,3,1,3,3,1,5,2,0,2,1,1,9,4,0,4960.7644
1,6,3,3,4,4,3,3,3,3,3,3,3,3,6,1,0,1,1,6,9,4,0,1458.9435
2,6,3,3,4,4,3,1,3,3,3,1,3,3,5,2,0,1,4,2,9,4,2,6519.4477
3,6,4,3,1,9,3,3,3,3,1,1,3,3,5,2,0,4,2,5,9,4,0,578.5813
2,3,5,4,4,3,2,3,3,1,3,1,3,3,3,1,1,1,1,7,3,1,0,3112.5176
2,6,4,1,4,4,3,9,9,1,3,3,9,9,6,2,0,1,1,4,9,4,0,2910.5796
2,6,5,1,9,4,3,3,3,3,3,3,3,3,6,1,0,1,1,3,9,4,0,4984.8687
4,4,3,1,4,4,1,1,1,3,1,1,1,3,3,1,0,4,4,2,4,3,0,34062.0775
2,6,5,3,4,4,3,3,3,3,3,2,3,3,6,1,0,1,1,7,9,4,0,9166.0564
3,6,2,1,4,4,1,3,3,3,1,1,1,3,4,1,0,2,1,2,9,4,0,24946.8656
3,6,4,4,4,4,3,3,3,3,3,3,3,3,4,1,0,1,4,1,9,4,0,33452.3266
2,5,4,1,4,4,3,3,3,3,3,3,3,3,2,2,0,1,1,2,3,1,0,4530.3972
1,6,4,3,4,4,3,3,3,3,3,3,3,3,6,1,0,3,1,1,9,4,0,1089.5455
4,6,5,4,4,4,3,3,3,1,3,1,3,3,1,2,1,4,1,1,9,4,0,7069.0661
1,4,3,1,9,9,3,3,3,1,1,1,3,3,5,1,0,3,1,4,1,1,2,814.5343
2,6,4,3,4,4,9,9,9,3,3,3,9,9,7,2,0,1,2,1,9,4,0,24521.6278
3,4,4,1,4,2,1,1,1,1,1,1,3,3,2,2,0,4,3,6,2,1,0,15061.1159
2,6,4,1,4,4,3,3,3,1,1,1,3,3,6,1,0,4,1,6,9,4,0,4119.611
3,6,5,1,4,2,1,3,3,1,1,1,1,1,6,1,0,1,1,3,9,4,1,2385.0195
1,4,4,3,4,4,3,3,3,3,3,3,3,3,5,1,0,3,4,4,1,1,0,2216.3181
1,3,4,1,4,4,1,3,1,1,3,1,3,1,3,1,1,1,1,2,1,1,0,8114.1964
4,5,3,1,4,4,1,1,1,1,1,1,3,3,1,2,0,4,2,4,1,1,0,782.31
2,5,4,1,1,4,3,3,3,3,3,3,3,3,4,2,0,2,1,4,3,1,0,2646.844
2,5,2,3,4,3,3,3,3,2,3,1,3,3,3,2,1,2,1,2,4,2,0,1503.746
1,6,2,1,1,3,3,3,3,3,3,3,3,3,3,2,1,1,1,3,9,4,9,2060.7367
4,4,4,1,4,4,3,3,3,3,1,1,3,3,6,2,0,1,1,6,2,1,0,3305.0633
1,6,2,3,4,3,3,3,3,2,3,3,3,3,5,2,0,1,1,2,9,4,1,2261.7058
4,3,3,3,3,4,3,3,3,3,1,1,3,3,3,1,0,4,3,7,1,1,0,1313.6257
2,5,5,3,9,3,3,3,3,3,1,1,3,1,6,2,0,1,4,2,2,1,0,5699.8334
3,1,2,1,4,3,3,3,3,2,3,3,1,3,5,1,0,1,1,4,4,3,0,1512.3327
1,5,4,4,4,4,3,3,3,3,3,3,3,3,4,1,0,4,4,2,3,1,0,2270.1234
2,6,5,1,3,4,3,3,3,3,3,3,3,3,5,2,0,1,1,5,9,4,0,2123.0065
2,6,1,4,2,4,1,9,1,1,1,1,9,1,2,2,1,4,4,2,9,4,3,1240.0685
3,3,1,1,4,2,3,3,3,2,1,3,3,1,4,1,1,1,1,2,1,1,0,9126.6772
3,4,4,1,3,4,3,3,3,3,1,1,3,3,2,2,0,4,3,6,1,1,0,7560.4561
2,6,3,1,4,2,3,3,3,2,1,1,3,3,7,2,0,1,3,5,9,4,0,9518.2752
3,5,3,1,4,3,3,3,3,1,1,1,3,3,2,2,1,2,1,5,4,3,0,1398.1515
2,1,1,1,1,3,1,3,1,1,1,1,3,1,1,2,0,4,2,6,4,3,2,2384.6306
3,6,4,3,4,3,3,3,3,3,3,3,3,3,6,2,0,1,1,3,9,4,0,5278.8554
3,4,5,1,3,4,1,3,3,1,1,1,1,3,2,1,0,4,3,6,2,1,0,17068.3039
3,6,4,1,4,4,3,3,3,2,1,1,3,3,5,2,0,1,1,3,9,4,0,2881.7783
3,5,2,1,4,4,3,3,3,1,1,1,1,3,2,1,0,1,2,6,1,1,0,40365.2114
5,6,1,4,4,2,3,3,3,3,3,1,3,3,3,2,1,1,3,6,9,4,2,20130.6102
2,1,1,1,4,2,2,1,3,1,3,1,3,3,4,2,0,2,1,7,4,3,9,1441.7409
3,6,4,4,4,4,3,3,3,3,3,3,3,3,5,1,0,1,1,2,9,4,0,14580.5339
3,6,2,3,4,2,2,3,3,1,1,1,3,3,7,1,0,3,1,6,9,4,0,1015.792
3,3,4,3,1,3,3,3,3,3,1,1,3,2,3,2,1,1,1,6,3,1,0,5562.2789
2,5,4,1,1,3,3,3,3,3,1,1,3,1,4,2,0,1,1,7,2,1,0,11556.9253
1,6,4,1,4,4,1,3,3,2,1,1,3,1,5,1,0,1,4,6,9,4,0,22123.6168
3,3,2,3,4,4,1,3,3,1,1,1,3,3,3,2,1,1,1,6,1,1,0,4038.8264
2,9,4,1,1,4,3,3,3,1,1,1,3,3,6,2,0,1,1,5,9,9,0,2153.6785
4,3,1,1,4,4,3,3,2,3,1,3,3,3,5,1,0,3,2,3,3,1,0,5347.7428
3,4,4,3,3,3,3,3,3,2,3,1,3,3,5,2,0,3,1,4,4,2,0,528.2815
3,5,4,1,4,4,3,3,1,1,1,1,1,1,4,2,0,1,1,6,3,1,0,1560.4454
3,5,3,3,4,4,3,3,3,3,3,3,3,1,2,2,1,1,1,4,1,1,0,25559.7151
2,5,3,3,4,4,3,3,3,1,1,3,3,1,3,1,1,2,1,4,1,1,0,23079.0206
5,5,3,1,4,3,1,3,1,1,1,1,1,1,1,2,0,4,3,4,3,1,0,4015.8316
1,4,4,1,4,4,3,3,3,1,1,3,3,1,6,2,0,1,1,6,2,1,0,2197.7326
2,6,4,4,4,4,3,3,3,3,1,1,3,3,6,1,0,4,1,2,9,4,0,5686.2991
2,5,4,3,4,3,3,3,3,1,1,1,1,3,5,2,0,1,1,3,2,1,0,1080.2118
2,5,5,1,4,4,3,3,3,3,3,3,3,3,3,2,1,1,1,6,4,3,0,3931.7319
3,6,4,2,4,2,3,3,3,2,1,1,1,3,1,1,1,4,1,1,9,4,2,82594.9745
1,6,4,1,1,4,3,3,3,3,3,3,3,3,5,2,0,1,4,4,9,4,0,1795.4746
2,6,4,1,3,2,3,3,3,3,1,3,3,3,6,2,0,3,4,4,9,4,9,1264.7299
2,4,4,1,4,4,1,3,1,1,1,1,3,1,3,1,1,1,1,4,1,1,0,3021.2665
3,5,4,1,4,4,3,3,3,1,3,3,3,3,2,1,1,1,4,6,4,3,0,4047.2311
4,5,3,3,3,4,3,3,3,3,1,1,3,1,5,2,0,1,1,4,3,1,0,1409.314
2,6,2,3,4,2,3,3,3,1,1,3,3,1,5,1,0,2,1,2,9,4,0,2951.3505
1,6,3,3,4,4,3,3,3,1,1,1,3,3,6,1,0,1,1,2,9,4,1,20323.1124
2,6,5,3,3,3,3,3,3,3,3,1,3,1,4,2,0,2,1,2,9,4,0,6034.7773
5,6,2,1,4,4,1,1,3,1,1,1,3,3,6,1,0,3,1,6,9,4,0,2012.4288
2,4,4,1,4,3,3,3,3,3,1,1,3,3,5,2,0,3,3,4,3,1,0,19179.0172
1,6,4,1,1,4,3,3,3,3,1,1,1,1,3,2,1,1,1,6,9,4,0,2379.3393
1,5,4,4,4,4,2,3,3,3,1,1,3,3,5,1,0,1,1,3,3,1,0,1489.8915
1,4,4,3,4,4,3,2,3,2,1,1,1,1,3,1,1,2,1,2,3,1,1,3506.5339
1,3,2,3,4,4,3,3,3,3,1,1,3,3,5,1,0,1,1,1,3,1,9,3286.4959
3,4,4,1,4,4,3,3,3,3,3,3,3,3,6,1,0,1,1,6,4,2,0,6783.2947
2,5,4,4,4,4,3,3,3,3,3,3,3,3,4,2,1,1,1,2,3,1,0,12921.2624
2,6,9,1,9,9,3,3,3,3,1,1,9,9,6,1,0,1,1,3,9,4,0,4178.2717
3,5,3,1,4,3,1,1,3,1,1,3,3,1,3,2,1,3,4,4,4,3,0,8577.268
4,6,5,1,1,3,2,3,3,1,1,1,1,3,7,2,0,1,1,6,9,4,0,4482.8176
2,6,5,3,4,4,1,9,9,1,1,1,1,9,6,1,0,1,1,3,9,4,0,2628.494
4,3,2,1,4,4,3,3,3,1,1,1,3,3,2,2,0,4,2,6,4,3,2,3165.5496
3,4,3,1,4,4,1,3,3,2,1,1,3,3,4,2,1,1,1,4,2,1,0,3759.9475
2,6,2,3,4,3,2,3,2,2,1,1,1,1,2,1,0,4,2,3,9,4,0,10534.5888
1,5,4,1,1,3,1,3,3,2,2,2,3,3,4,2,1,3,1,3,1,1,0,2330.5876
2,6,4,1,4,4,3,3,3,1,1,1,3,3,6,1,0,1,2,6,9,4,0,2489.9515
3,6,2,1,4,4,3,3,3,1,1,1,3,1,1,2,0,4,1,2,9,4,0,4435.152
1,9,2,3,4,2,3,3,3,2,3,1,3,3,7,1,0,1,1,7,9,9,0,1200.0443
4,6,1,3,1,4,3,3,3,1,1,3,3,1,5,2,0,1,3,2,9,4,2,1441.2318
3,6,4,1,4,4,3,3,3,1,3,1,3,3,3,2,1,1,1,5,9,4,0,956.1709
